ddd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
11,0.180947933,0.490743676,0,0,0,0.180947933,0,0,0,0,0.230769405,0.358009137,0.293251893,0,0,0,0,0,0.309553467,0.384676216,0,0,0.268848414,0.141907081,0.287764877,0.180947933,0.48954725,0.535113377,0,0,0,0.141907081,0,0.180947933,0.525871938,0.384676216,0,0,0.195363748,0,0,0,0,0.319933217,0.287764877,0.180947933,0.141907081,0,0,0,0.291051267,0,0,0.141907081,0,0,0,0,0,0,0,0.365721928,0,0.195363748,0.195363748,0,0.141907081,0,0,0,0.195363748,0.49558807,0.290762323,0,0.180947933,0,0,0.358009137,0,0,0.180947933,0.339927608,0,0,0,0.141907081,0.228230175,0,0,0.268848414,0,0.180947933,0.398549012,0.382872334,0,0.230769405,0.293251893,0.228003735,0.180947933,0,0.270909834,0,0,0.230769405,0,0,0.325782584,0.141907081,0,0.428658662,0.335883803,0.141907081,0,0.195363748,0.309553467,0,0.141907081,0.270909834,0,0,0.141907081,0,0,0,0,0,0,0,0,0,0.141907081,0.366046914,0,0,0,0,0,0,0,0,0,0.180947933,0.287764877,0.410016355,0.180947933,0,0.69950981,0,0.228230175,0,0,0,0.287764877,0,0.37728472,0.296702728,0.381164713,0,0.141907081,0.459206053,0,0,0.180947933,0.378294045,0,0,0.320852371,0,0.347815495,0.195363748,0.195363748,0,0.230769405,0,0.195363748,0,0.230769405,0,0.345499086,0.141907081,0,0,0,0.459324685,0.287764877,0.180947933,0.287764877,0.345499086,0,0.341531241,0.335883803,0.327884906,0.309553467,0,0,0,0,0,0.230769405,0
12,0.043716701,0.043716701,0.043716701,0.043716701,0.235684824,0.043716701,0.043716701,0,0.043716701,0,0,0,0.35823598,0.235684824,0,0.043716701,0,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.235684824,0,0,0.235684824,0.486673553,0.485953048,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0,0,0,0.35823598,0.23949574,0.043716701,0,0,0.043716701,0.043716701,0.043716701,0.043716701,0.235684824,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0,0.36065945,0.043716701,0,0.235684824,0,0,0.043716701,0.043716701,0,0,0.239363386,0.36065945,0,0,0.50628733,0,0,0,0.043716701,0.451914047,0,0.043716701,0.043716701,0.710230516,0.043716701,0.043716701,0.043716701,0,0.043716701,0,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0,0,0,0.043716701,0.043716701,0,0.043716701,0.043716701,0,0,0.043716701,0.043716701,0,0.48711255,0,0,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0,0,0.043716701,0,0,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0,0.235684824,0.043716701,0,0,0.235684824,0.235684824,0,0.043716701,0,0.043716701,0.360893568,0.043716701,0.043716701,0.043716701,0,0.043716701,0,0,0.043716701,0,0.043716701,0,0.043716701,0.043716701,0.043716701,0,0.421161538,0.235684824,0.043716701,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0.501834628,0.360309305,0.043716701,0.043716701,0.043716701,0.043716701,0,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.043716701,0.35823598,0,0.043716701,0.043716701,0.043716701,0.043716701,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517163425,0,0,0,0,0,0,0,0,0,0,0.719480834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608796417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383431341,0,0,0.383431341,0,0,0.383431341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517163425,0,0,0.517163425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383431341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517163425,0,0,0,0,0,0.383431341,0,0.463561562,0
14,0,0.304872479,0,0,0,0,0,0,0,0,0.411643994,0,0,0.411643994,0,0,0,0,0,0,0,0,0,0,0.411643994,0,0,0,0,0,0,0,0,0,0,0,0.411643994,0,0.304872479,0,0,0,0,0,0,0.858837583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411643994,0.484820151,0.304872479,0,0,0,0,0,0.304872479,0.304872479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411643994,0,0,0,0,0,0,0,0,0,0,0,0,0.304872479,0,0,0,0.304872479,0,0,0,0,0,0,0,0,0,0.411643994,0,0,0,0,0,0,0,0.304872479,0,0.411643994,0,0,0,0,0,0,0,0,0,0,0,0,0.304872479,0,0,0,0,0,0,0,0,0.304872479,0,0,0,0,0,0,0,0,0,0,0,0,0.304872479,0.507173579,0.304872479,0.411643994,0,0,0.304872479,0,0,0,0.304872479,0,0,0,0,0,0,0,0.411643994,0.304872479,0,0.304872479,0,0.304872479,0,0,0.858837583,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34866492,0,0,0,0,0,0,0,0,0.34866492,0,0.34866492,0,0,0,0,0,0,0,0,0,0,0,0.704174561,0,0,0,0,0,0,0.34866492,0,0,0,0.34866492,0,0,0.704174561,0,0,0,0.34866492,0,0,0,0.34866492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618523211,0,0,0,0,0.710026893,0,0,0,0,0.34866492,0,0,0,0.34866492,0,0,0,0,0,0,0,0,0,0,0,0.34866492,0,0,0,0,0.34866492,0,0.34866492,0,0,0,0,0,0,0.34866492,0,0.704174561,0,0,0,0,0,0,0,0,0,0,0,0.34866492,0.34866492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34866492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34866492,0,0.34866492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34866492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.374615477,0.122133451,0.038230572,0.038230572,0,0.038230572,0.038230572,0,0.038230572,0,0,0,0.116699369,0,0,0.038230572,0,0.038230572,0.038230572,0,0.038230572,0.038230572,0.27042202,0.038230572,0.275788091,0.038230572,0.038230572,0.038230572,0,0,0,0,0.038230572,0.038230572,0.122801951,0.122801951,0.038230572,0.038230572,0.038230572,0,0,0,0,0.293786576,0.038230572,0,0,0.038230572,0.536490167,0.038230572,0.038230572,0,0.038230572,0.038230572,0,0.251948263,0.251695374,0.038230572,0.038230572,0.038230572,0.271313893,0,0.038230572,0.038230572,0,0.535248947,0,0,0.122801951,0.038230572,0,0,0.038230572,0.038230572,0,0,0.116699369,0,0.116699369,0,0.038230572,0,0,0.120561767,0.122801951,0.038230572,0.122344734,0.271211657,0.038230572,0,0.038230572,0.372659602,0.122801951,0.294638415,0,0.038230572,0.118896351,0.038230572,0,0,0.116699369,0.038230572,0.038230572,0,0.038230572,0.533774545,0.268644937,0,0.038230572,0.122501991,0.372659602,0.038230572,0.372659602,0,0.038230572,0.038230572,0.249030822,0.038230572,0.038230572,0.038230572,0.038230572,0.116699369,0.038230572,0.251948263,0.038230572,0,0,0.038230572,0,0,0.038230572,0.038230572,0.038230572,0.122706147,0.038230572,0,0,0.038230572,0,0,0,0.249030822,0,0.038230572,0,0.275660477,0.038230572,0.374181112,0.038230572,0.038230572,0,0.038230572,0,0.273377762,0.038230572,0,0.038230572,0,0.038230572,0.122738434,0.251948263,0.372659602,0,0,0.038230572,0.038230572,0.038230572,0,0.038230572,0.038230572,0.271351578,0,0.038230572,0.122801951,0.038230572,0.038230572,0.038230572,0,0.121098913,0.038230572,0,0.038230572,0.038230572,0.038230572,0,0.122706147,0.038230572,0.275151261,0.038230572,0.038230572,0.038230572,0.27731072,0.038230572,0,0,0.271718605,0.121992573,0.038230572,0.038230572,0
17,0.594762664,0.469336364,0.049167524,0.238152196,0,0.393620037,0.392307199,0.446448699,0.238152196,0,0,0,0.403834217,0.402902677,0.465973809,0.049167524,0,0.236503356,0.049167524,0.234096186,0.049167524,0.049167524,0.347783994,0.405891626,0.420658681,0.389359434,0.049167524,0.049167524,0,0,0,0.402902677,0.049167524,0.379500134,0.386162352,0.157932972,0.049167524,0.049167524,0.049167524,0,0,0,0,0.536937106,0.049167524,0.393439447,0,0.049167524,0.238777352,0.049167524,0.393620037,0.234096186,0.049167524,0.049167524,0,0.324025289,0.323700055,0.049167524,0.237552782,0.239203824,0.348931014,0,0.049167524,0.049167524,0,0,0,0,0.157932972,0.049167524,0,0.393439447,0.449794005,0.049167524,0.393439447,0,0.428022158,0,0.15008457,0.389213943,0.393620037,0.393439447,0,0.155051918,0.157932972,0.391628825,0.4163435,0.34879953,0.049167524,0,0.049167524,0.393439447,0.417760116,0.445263823,0,0.049167524,0.394245133,0.389359434,0.393439447,0,0.42994877,0.049167524,0.049167524,0,0.049167524,0.686476063,0.494913628,0,0.049167524,0.387635896,0,0.049167524,0,0,0.049167524,0.049167524,0.320273231,0.237552782,0.049167524,0.049167524,0.049167524,0.15008457,0.049167524,0.324025289,0.049167524,0.234096186,0,0.049167524,0,0,0.239174201,0.049167524,0.049167524,0.15780976,0.049167524,0,0,0.049167524,0,0,0,0.478823032,0,0.049167524,0.393439447,0.354521062,0.049167524,0.61392751,0.393620037,0.049167524,0,0.049167524,0,0.534459063,0.395650261,0,0.393620037,0,0.049167524,0.43287332,0.324025289,0.479269569,0.393439447,0.402902677,0.049167524,0.049167524,0.049167524,0,0.049167524,0.049167524,0.348979479,0,0.049167524,0.157932972,0.049167524,0.405891626,0.239203824,0,0.27875068,0.049167524,0,0.049167524,0.049167524,0.049167524,0,0.384856676,0.049167524,0.422732133,0.049167524,0.049167524,0.049167524,0.356643405,0.049167524,0,0,0.349451505,0.156892048,0.049167524,0.049167524,0
18,0.355573512,0,0.032871839,0,0,0,0,0.334746069,0,0.032871839,0.032871839,0.414633177,0,0.336356193,0.032871839,0,0.392848716,0,0.394221602,0.208083524,0,0,0,0,0.4611191,0,0.787635401,0,0.244674765,0.414633177,0.293698173,0.262220929,0,0.334746069,0.032871839,0.208083524,0.20799491,0,0,0,0,0,0,0.205609297,0,0,0.244674765,0.262220929,0.032871839,0,0,0.244674765,0.246873042,0.032871839,0.032871839,0.550432809,0.487482341,0.387793101,0.032871839,0,0,0.032871839,0,0.032871839,0,0,0,0,0.421614005,0.460741175,0,0,0,0.246873042,0.032871839,0.032871839,0,0.244674765,0.032871839,0,0,0,0,0.244674765,0.208220414,0,0,0,0.295364518,0.293698173,0,0,0,0.294668765,0.293698173,0.336356193,0.208083524,0,0.244674765,0.205609297,0.3184125,0,0,0,0,0.334746069,0,0,0.032871839,0.032871839,0,0.244674765,0,0.032871839,0.032871839,0.032871839,0.334746069,0,0.205609297,0.032871839,0,0.466171307,0.246680527,0.575086982,0.334746069,0.032871839,0.334746069,0.032871839,0,0,0.293698173,0.293698173,0.032871839,0.032871839,0,0,0.244674765,0.295369749,0.032871839,0.032871839,0.032871839,0.46281298,0,0,0,0.380056706,0.032871839,0,0,0,0,0.032871839,0,0.498803702,0.032871839,0,0,0,0,0.205609297,0.389861746,0,0,0,0.032871839,0.032871839,0,0.244674765,0.032871839,0,0,0,0.246503456,0.032871839,0.032871839,0.246113721,0.032871839,0,0.20799491,0,0.205609297,0.334746069,0.246393254,0.244674765,0.336356193,0.208163791,0.246680527,0.415642363,0.34900004,0,0.246873042,0.336270676,0.032871839,0.032871839,0.411685068,0.491350885,0.504640721,0,0,0
19,0.102163142,0.102163142,0,0,0,0,0.283695477,0,0.266429648,0,0,0,0,0.102163142,0,0,0,0,0,0,0,0,0,0.102163142,0.102163142,0,0.370468097,0,0.266429648,0,0,0,0.300241336,0,0,0,0,0,0,0.298443391,0,0.102163142,0,0.347430844,0,0,0,0,0.102163142,0,0.102163142,0.102163142,0.102163142,0,0,0,0.102163142,0,0.102163142,0,0.283695477,0,0,0,0,0.102163142,0,0,0.285345519,0.317472551,0,0.425760431,0,0.102163142,0,0,0,0.332070601,0.102163142,0,0.102163142,0.512045283,0.317472551,0,0.347430844,0,0,0.283695477,0,0,0,0.332070601,0,0.332297115,0.102163142,0.285345519,0,0,0.317472551,0.317472551,0,0.102163142,0,0,0,0,0,0,0,0.383600277,0.266429648,0,0,0,0.266429648,0,0,0,0,0.102163142,0,0.317472551,0,0.284015377,0.283695477,0,0,0.333505814,0,0,0,0.284015377,0.333505814,0,0,0,0,0,0.102163142,0.370468097,0,0.285345519,0.370468097,0,0,0,0.102163142,0,0,0,0.102163142,0.347430844,0,0,0,0,0,0,0,0.266429648,0,0,0.317472551,0,0.102163142,0.102163142,0,0,0,0.317472551,0.102163142,0.102163142,0,0.102163142,0,0,0,0,0.102163142,0.317472551,0,0,0,0.333505814,0,0.317472551,0.283695477,0.102163142,0.102163142,0.383600277,0.456323754,0,0.102163142,0,0,0,0.102163142,0.102163142,0.102163142,0
20,0.195090655,0.195090655,0,0,0.198920524,0.169043586,0.346086145,0,0,0,0.258139686,0,0,0,0,0,0,0.128202578,0,0,0,0.318061899,0,0.169043586,0.195090655,0.432051418,0.169043586,0,0.198920524,0.128202578,0,0.128202578,0,0.128202578,0,0.128202578,0.267563745,0,0.236960763,0,0,0.346086145,0.128202578,0.346782887,0.195090655,0,0.210373387,0,0.212159456,0,0.306732085,0,0,0.169043586,0,0,0.216025709,0,0.256441234,0.236960763,0,0,0.128202578,0,0.256441234,0.198920524,0,0.169043586,0,0,0,0.236960763,0.253318618,0,0,0.169043586,0.198920524,0.212159456,0.212159456,0.345330872,0,0.251203121,0,0.320651696,0.216025709,0.128202578,0.470113726,0.49725704,0.302784976,0,0.432051418,0.128202578,0,0,0.401848086,0,0.169043586,0,0.169043586,0.346086145,0,0.293660487,0,0.321635161,0.236960763,0,0,0,0,0,0,0.346086145,0,0.317307401,0.274304285,0,0,0,0,0,0.195090655,0.195090655,0.395664994,0,0,0.195090655,0,0.23344435,0.256441234,0,0.332635939,0.335304657,0.128202578,0,0.198920524,0,0.169043586,0,0,0.128202578,0,0.198920524,0,0,0.169043586,0.210605999,0.525038938,0.216025709,0.128202578,0,0,0.128202578,0,0,0,0.169043586,0,0.198920524,0,0,0,0,0.236654339,0.235156847,0,0.210373387,0.195090655,0,0.346086145,0,0.195090655,0.216025709,0.169043586,0,0,0.195090655,0.306937725,0.195090655,0.128202578,0,0.169043586,0.216025709,0.195090655,0,0,0,0.128202578,0,0,0.44605249,0.128202578,0,0,0.169043586,0.212159456,0.269418456,0,0.311744599,0.216025709,0
21,0,0,0,0,0,0,0,0.172025716,0.195588289,0,0,0.499895912,0,0.195588289,0,0.305398597,0.348017927,0,0.172025716,0,0,0,0,0,0.38932296,0,0.195588289,0,0,0,0,0.305398597,0.260475767,0,0.172025716,0,0.195588289,0,0,0.172025716,0,0,0,0,0,0,0.172025716,0,0.195588289,0.260475767,0,0,0,0,0,0,0,0,0,0,0,0.305398597,0.172025716,0,0,0,0.499895912,0.424860933,0,0,0,0.417708012,0,0,0.172025716,0,0,0,0.172025716,0,0.380640429,0,0,0.336626779,0,0,0,0,0,0,0,0.172025716,0,0.305398597,0,0.586664754,0,0,0,0,0,0.195588289,0,0,0,0,0,0,0,0.195588289,0,0,0,0,0,0,0,0,0,0,0,0,0.336626779,0.172025716,0.38932296,0,0,0,0.195588289,0,0.488011721,0,0,0,0,0,0,0.195588289,0.195588289,0,0,0.195588289,0,0,0,0.195588289,0,0,0,0.305398597,0,0.380640429,0,0,0,0.172025716,0.305398597,0,0,0,0,0,0,0.305398597,0.172025716,0,0,0,0,0,0.38932296,0,0.258237159,0.172025716,0,0,0,0,0,0,0,0.172025716,0,0,0.195588289,0.172025716,0,0,0,0,0,0,0.195588289,0,0,0.172025716,0,0.172025716,0,0.195588289
22,0,0,0,0.281328371,0,0,0.267376945,0,0.322653555,0,0,0,0,0,0,0.332044354,0.265429119,0,0,0,0.281328371,0,0,0,0,0,0,0,0.321513426,0,0,0,0,0,0,0,0,0,0,0,0.409475035,0,0.213551785,0,0.160891472,0,0,0,0.281328371,0.334934486,0.258024698,0,0,0.213551785,0.213551785,0,0,0,0.205794835,0,0.281328371,0.381736031,0,0,0,0.191817982,0,0,0,0,0,0.248212606,0.213551785,0.160891472,0,0,0.205794835,0,0,0.265429119,0.213551785,0.213551785,0,0,0,0,0,0,0.302218209,0.258024698,0.258024698,0,0,0,0,0.160891472,0,0,0.259007026,0,0,0,0,0,0.281328371,0,0,0,0,0,0,0,0.160891472,0,0.267376945,0,0,0,0,0.281328371,0.160891472,0,0,0,0.281328371,0,0,0.409475035,0,0,0.160891472,0.213551785,0,0,0.160891472,0,0.160891472,0.258024698,0,0.321085287,0,0.160891472,0,0,0.281328371,0,0.554579736,0,0,0,0.265130343,0.461816163,0.258024698,0.160891472,0,0,0,0,0,0.258024698,0,0,0,0,0.261223238,0,0,0,0,0.213551785,0.213551785,0,0,0,0,0,0.160891472,0,0,0,0,0,0,0,0.643004318,0,0.160891472,0,0.301741794,0,0,0,0,0,0.191817982,0,0.409475035,0,0.258024698,0
23,0.590183851,0,0,0.13636304,0,0,0,0,0.13636304,0.13636304,0.67861143,0,0.13636304,0.582254937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456971587,0,0,0,0,0.361650899,0,0,0,0,0,0,0,0,0,0,0,0,0.13636304,0,0,0.13636304,0,0,0.13636304,0.361650899,0,0.13636304,0.13636304,0,0,0,0,0,0,0,0.458000467,0,0.13636304,0,0,0,0.13636304,0.13636304,0,0,0.458000467,0.13636304,0,0,0.13636304,0.13636304,0.13636304,0,0.13636304,0.13636304,0,0,0,0,0,0,0,0,0,0,0,0,0.13636304,0,0,0,0,0,0,0.13636304,0,0,0,0,0,0.13636304,0,0,0,0,0,0,0,0.13636304,0,0.13636304,0,0,0,0,0.13636304,0.13636304,0,0,0.13636304,0.13636304,0.590183851,0,0.13636304,0,0,0,0,0,0,0.13636304,0.13636304,0.361650899,0,0,0,0,0,0,0,0,0,0,0,0,0.13636304,0,0.13636304,0,0,0,0,0,0,0.13636304,0,0,0.574214333,0.13636304,0,0,0.13636304,0,0.13636304,0.13636304,0,0.13636304,0,0.437229401,0,0.13636304,0,0,0,0,0.386505176,0.385727885,0,0.386505176,0.13636304,0,0.13636304,0.13636304,0,0.13636304,0,0,0.13636304,0,0,0.13636304,0
24,0,0,0,0,0,0,0,0,0,0,0,0.471198952,0,0,0,0.37377337,0,0,0,0,0,0.323640779,0.471198952,0,0,0,0,0,0.338449769,0.338449769,0,0.338449769,0.37377337,0.37377337,0,0,0,0,0.471198952,0,0,0,0,0,0,0.647281558,0.647281558,0,0,0,0.504236827,0,0,0,0.37377337,0,0.323640779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471198952,0,0,0,0.338449769,0,0.37377337,0.37377337,0,0.323640779,0.37377337,0.323640779,0.338449769,0.323640779,0.323640779,0,0,0.323640779,0.323640779,0,0.338449769,0,0,0,0.338449769,0,0,0,0,0,0,0.323640779,0,0,0,0,0,0,0,0,0,0,0.338449769,0,0.323640779,0,0,0,0,0.37377337,0,0,0.323640779,0,0,0,0,0,0,0,0,0.323640779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323640779,0,0,0.338449769,0,0,0,0,0.338449769,0.37377337,0.338449769,0,0,0,0,0.37377337,0.37377337,0,0.338449769,0,0,0.338449769,0,0,0.323640779,0.471198952,0,0,0,0,0,0,0,0,0.323640779,0,0.37377337,0.338449769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571639577,0
25,0.033484339,0.033484339,0.033484339,0.033484339,0,0.033484339,0.096398765,0,0.033484339,0.156784066,0.180977248,0,0,0.310091953,0,0.033484339,0,0.033484339,0.096398765,0,0.033484339,0.033484339,0.033484339,0.033484339,0.033484339,0.033484339,0.033484339,0.033484339,0.156784066,0.156784066,0.090396466,0,0.095374485,0.033484339,0.033484339,0.096398765,0.033484339,0.184048812,0.094826995,0.090396466,0.090396466,0,0,0.033484339,0.033484339,0,0.156784066,0.094826995,0.310562224,0.033484339,0.096398765,0.090396466,0.033484339,0.033484339,0.156784066,0.033484339,0.160025386,0.327955713,0.033484339,0.096398765,0.033484339,0,0.033484339,0.033484339,0.090396466,0,0,0,0.033484339,0.033484339,0,0,0.033484339,0.095970148,0,0,0,0.156784066,0,0.177973558,0.033484339,0.156784066,0,0.158803023,0.160259307,0.033484339,0.298340816,0.033484339,0.093910746,0,0.033484339,0,0.096110344,0.033484339,0.090396466,0.033484339,0.445988179,0.033484339,0,0,0.156784066,0.033484339,0.033484339,0,0.033484339,0.033484339,0,0,0.033484339,0.160319818,0,0.033484339,0,0,0.033484339,0.033484339,0,0.094826995,0.033484339,0.033484339,0.363095492,0.090396466,0.160137424,0.09610303,0.033484339,0.180977248,0.090396466,0.159594206,0.156784066,0.326394811,0.096398765,0.033484339,0.033484339,0.504861172,0.033484339,0.090396466,0,0.469886206,0,0,0,0.156784066,0,0.033484339,0,0.0963082,0.184048812,0.159594206,0.033484339,0.033484339,0,0.033484339,0,0,0.033484339,0,0.096398765,0,0.033484339,0.469282055,0.096398765,0,0,0,0.033484339,0.033484339,0.033484339,0.4074689,0.033484339,0.408842396,0.033484339,0.338681404,0.095374485,0.096110344,0.096398765,0.096110344,0.096398765,0.156784066,0.310332778,0.033484339,0,0.096110344,0.033484339,0.033484339,0,0.373523558,0.182648461,0.095956858,0.093910746,0.033484339,0.033484339,0.033484339,0.093176502,0,0.156784066,0.159594206,0.160319818,0.033484339,0.160137424,0.090396466
26,0.041284323,0.235324831,0.23672825,0.381202024,0,0.041284323,0.163788194,0.303067265,0.271681108,0,0.253457971,0.085622191,0.227571714,0.193306012,0.259989664,0.268691596,0.228825099,0.041284323,0.041284323,0,0.270962693,0.226802641,0.465527668,0.58123784,0.218928297,0.197302379,0.041284323,0.041284323,0.213136788,0,0,0,0.041284323,0.092545778,0.041284323,0.041284323,0.093691709,0.041284323,0.041284323,0.085622191,0.217143715,0,0.159237949,0.221033455,0.215011243,0,0.053033139,0.041284323,0.164721282,0.271587376,0.041284323,0.193306012,0.094311224,0.355713834,0.266486986,0.40453871,0.041284323,0.041284323,0.463530623,0.041284323,0.219168394,0.341297679,0.094470738,0.041284323,0,0.193306012,0,0,0.041284323,0.041284323,0.264352232,0.330897786,0.268408158,0.199296455,0.420905607,0.21087797,0,0,0.053033139,0.453263615,0.255242813,0.193306012,0,0.138870256,0.041284323,0.197590791,0.219168394,0.041284323,0.247801681,0,0.041284323,0,0.041284323,0.269020438,0,0.641489389,0.041284323,0.190051321,0,0,0.15989839,0.041284323,0.140738683,0.215967229,0.213683067,0.041284323,0.053033139,0,0.041284323,0.041284323,0.15989839,0.067207955,0.402426606,0.127766493,0.278332406,0.441372317,0.454882164,0.217128637,0.384758118,0.18036494,0.093353818,0.231303427,0.041284323,0.23495887,0.233615758,0.150146468,0,0.393395964,0,0,0.261791888,0.041284323,0.269576998,0.457872898,0.34153607,0,0,0.041284323,0,0.067220873,0,0.221842987,0,0.041284323,0.354427156,0.041284323,0.041284323,0.458645097,0.067207955,0.094292921,0.214486847,0.218423906,0,0,0.353907859,0,0.041284323,0,0.041284323,0.23495887,0.041284323,0,0.144134595,0.460802567,0.236276169,0.041284323,0.041284323,0.175576525,0.041284323,0.093772029,0.197665398,0,0.393689141,0.095055536,0.041284323,0.384758118,0.041284323,0,0.239676686,0.328360911,0,0.041284323,0.041284323,0.141211653,0,0.196770759,0.141131663,0.233330443,0.251909571,0.041284323,0.094700005,0.215150667,0.23229164,0,0,0.041284323,0.041284323,0.041284323,0.23495887,0
27,0.384619273,0,0,0.303661852,0.551621671,0,0,0.303661852,0,0.129388905,0,0.455719805,0.592774333,0.587554452,0.129388905,0,0,0,0,0.129388905,0,0,0,0.129388905,0,0.330078792,0.46512765,0.129388905,0.551621671,0.129388905,0,0,0,0,0.129388905,0.472828196,0,0,0,0,0,0.38536386,0,0,0.473534394,0,0.551621671,0,0.129388905,0,0.129388905,0.593225982,0,0,0,0,0,0.129388905,0,0,0,0.551621671,0,0,0,0.303661852,0,0,0,0,0,0.303661852,0.363351486,0,0,0.303661852,0,0,0.129388905,0.303661852,0.551621671,0.303661852,0,0,0,0.330078792,0,0,0.473534394,0,0,0,0,0,0,0.303661852,0.513612859,0,0.129388905,0,0,0.455719805,0.129388905,0,0.303661852,0,0.129388905,0,0.129388905,0.129388905,0.551621671,0,0,0,0.551621671,0,0,0,0.129388905,0,0.129388905,0.129388905,0,0.470298814,0,0,0,0,0.129388905,0,0.384619273,0.129388905,0,0.323747653,0.473732023,0,0,0,0,0,0,0,0,0,0,0.129388905,0.511365441,0.303661852,0.129388905,0,0,0,0,0,0,0,0.363351486,0,0,0.129388905,0,0,0,0,0,0,0.129388905,0,0.565367233,0.129388905,0.303661852,0.455719805,0.455719805,0,0,0.129388905,0.363351486,0,0.384619273,0,0,0,0.129388905,0,0,0.303661852,0.129388905,0.385701687,0.563543025,0,0.129388905,0.460723363,0,0.129388905,0,0.363351486,0.129388905,0.566914447,0.129388905,0.129388905
28,0.108960953,0.464531506,0,0,0.464531506,0,0,0,0,0.108960953,0,0.383770651,0.431816478,0.425624361,0.108960953,0.483802066,0.483802066,0,0,0.108960953,0,0,0,0.108960953,0,0.108960953,0.391693182,0.108960953,0.464531506,0.108960953,0,0,0,0,0.108960953,0.398177964,0,0,0.670711532,0,0,0.108960953,0,0,0,0,0.464531506,0,0.108960953,0,0.108960953,0.432523535,0,0,0,0,0,0.108960953,0,0.483802066,0,0.464531506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108960953,0,0.464531506,0,0,0,0,0.108960953,0,0,0,0,0,0,0,0,0,0,0.634717361,0,0.108960953,0,0,0.383770651,0.108960953,0,0,0,0.108960953,0,0.108960953,0.108960953,0.464531506,0,0,0,0.464531506,0,0,0,0.108960953,0,0.108960953,0.108960953,0,0.396047922,0,0,0,0,0.108960953,0,0.108960953,0.49492032,0.464531506,0.473171238,0.398939095,0,0,0.464531506,0,0,0,0,0,0,0,0.108960953,0.43063094,0,0.108960953,0,0,0,0,0,0,0,0,0,0.483802066,0.108960953,0,0,0.483802066,0,0,0,0.108960953,0,0.476106915,0.108960953,0,0.383770651,0.383770651,0,0,0.108960953,0,0,0.108960953,0,0,0,0.108960953,0,0,0,0.108960953,0.108960953,0.418573911,0,0.108960953,0,0.464531506,0.108960953,0,0,0.108960953,0.383770651,0.108960953,0.108960953
